File,Step,Summary,Tactic,Technique ID,Technique Name,Platform,Detection Criteria,Category,Calibration Reason,Red Team Activity,Hosts,Users
Phase 4.md,Step 2 - Lateral Movement: Pass-the-Hash Tool Upload to DC01 via SMB Admin Share,go-thehash.exe NTLMv2 Pass-the-Hash authentication to DC01 SMB2 TCP 445,Lateral Movement,T1550.002,Use Alternate Authentication Material: Pass the Hash,Windows,"On DC01: Security 4624 Logon Type 3 with LogonProcess=`NtLmSsp`, Account=`TESTLAB\Administrator`, SourceAddress=`10.12.10.20` (IIS01), and elevated token elevation level, where TESTLAB\Administrator has no corresponding Type 2/interactive logon session from that member-server IP in baseline",Calibrated - Not Benign,-,`go-thehash.exe` on IIS01 (run via sp_OA WScript.Shell.Run as `NT SERVICE\MSSQL$SQLEXPRESS` - no cmd.exe) authenticates to DC01 via NTLMv2 using Domain Admin NT hash over SMB2 TCP 445 - Logon Type 3 with no corresponding interactive logon session for this hash,IIS01 (10.12.10.20) / DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 2 - Lateral Movement: Pass-the-Hash Tool Upload to DC01 via SMB Admin Share,go-thehash.exe SMB2 ADMIN$ TreeConnect to DC01 remote service access,Lateral Movement,T1021.002,Remote Services: SMB/Windows Admin Shares,Windows,"On DC01: Security 5145/5140 share access to share name `ADMIN$` with ShareName\\Path resolving under `C:\Windows`, Account=`TESTLAB\Administrator`, SourceAddress=`10.12.10.20` - admin-share TreeConnect from a member-server IP where baseline shows no member-server writes to DC01's ADMIN$",Calibrated - Not Benign,-,`go-thehash.exe` on IIS01 connects to `\\DC01\ADMIN$` via SMB2 TreeConnect using Domain Admin NT hash - administrative share remote service access from a server-role host,IIS01 (10.12.10.20) / DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 2 - Lateral Movement: Pass-the-Hash Tool Upload to DC01 via SMB Admin Share,"go-thehash.exe SMB2 ADMIN$ writes smbpipe-agent.exe, smbpipe-agent-svc.exe, PolicySyncSvc.exe, and NtServiceInstaller.exe to C:\Windows\Temp\ on DC01",Lateral Movement,T1570,Lateral Tool Transfer,Windows,"On DC01: Sysmon EC=11 file-create of PE binaries `smbpipe-agent.exe`, `smbpipe-agent-svc.exe`, `PolicySyncSvc.exe`, and `NtServiceInstaller.exe` under `C:\Windows\Temp\` within one short window, attributed to the SMB server-side writer context (System/srv2 process) rather than a local interactive user, with no matching local execution creating those paths",Calibrated - Not Benign,-,"`go-thehash.exe` on IIS01 writes `smbpipe-agent.exe`, `smbpipe-agent-svc.exe`, `PolicySyncSvc.exe`, and `NtServiceInstaller.exe` to `C:\Windows\Temp\` on DC01 via the ADMIN$ administrative share - PE binary tool transfer to DC01 system directory",IIS01 (10.12.10.20) / DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 3 - Execution: Start Pipe Agent and Establish SMB Pipe C2 Channel,go-thehash.exe DCOM remote activation of WMI on DC01 via Pass-the-Hash,Lateral Movement,T1021.003,Remote Services: Distributed Component Object Model,Windows,[go-thehash.exe on IIS01] Sysmon EC=3 records outbound TCP to DC01:135 (DCE/RPC endpoint mapper) followed by a second outbound TCP to a DC01 dynamic high port (DCOM-assigned RPC endpoint) within the same short window - member-server initiating DCOM endpoint-mapper resolution to a DC has no baseline in this environment; DC01 auth event scored in T1550.002; process creation on DC01 scored in T1047.,Calibrated - Not Benign,-,"`go-thehash.exe` on IIS01 connects to DC01 tcp/135 endpoint mapper, resolves the WMI dynamic RPC endpoint, and authenticates with raw Domain Admin NT hash at RPC packet-privacy level - DCOM transport for remote process creation; no SMB pipe involved in this step",IIS01 (10.12.10.20) / DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 3 - Execution: Start Pipe Agent and Establish SMB Pipe C2 Channel,go-thehash.exe NTLMv2 Pass-the-Hash authentication to DC01 DCOM RPC endpoint,Lateral Movement,T1550.002,Use Alternate Authentication Material: Pass the Hash,Windows,"On DC01: Security 4624 Logon Type 3 with LogonProcess=`NtLmSsp`, Account=`TESTLAB\Administrator`, SourceAddress=`10.12.10.20` (IIS01) correlated with the tcp/135 + dynamic RPC port pair in network telemetry from IIS01 - same account and source-IP as Step 2's SMB PtH logon but over DCOM/RPC transport; elevated token with no corresponding interactive logon session from that server IP",Calibrated - Not Benign,-,`go-thehash.exe` on IIS01 (run via sp_OA WScript.Shell.Run as `NT SERVICE\MSSQL$SQLEXPRESS`) authenticates to DC01 DCOM endpoint via NTLMv2 using Domain Admin NT hash at RPC packet-privacy level - Logon Type 3 NTLM event on DC01 paired with tcp/135 + dynamic RPC port from IIS01,IIS01 (10.12.10.20) / DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 3 - Execution: Start Pipe Agent and Establish SMB Pipe C2 Channel,go-thehash.exe Win32_Process.Create remote launch of smbpipe-agent.exe on DC01,Execution,T1047,Windows Management Instrumentation,Windows,[WmiPrvSE.exe on DC01] spawns `C:\Windows\Temp\smbpipe-agent.exe` as a child process and WMI-Activity Operational log on DC01 records a remote `Win32_Process.Create` operation from client IIS01 (10.12.10.20) - baseline: WmiPrvSE.exe rarely spawns children and never from member-server sources.,Calibrated - Not Benign,-,"`go-thehash.exe` on IIS01 PtH authenticates to DC01 over DCOM (tcp/135 endpoint mapper + dynamic RPC port, packet privacy) and invokes `Win32_Process.Create` with `CommandLine=C:\Windows\Temp\smbpipe-agent.exe` - child spawned with parent `WmiPrvSE.exe`, running as `TESTLAB\Administrator` in the caller's context",IIS01 (10.12.10.20) / DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 3 - Execution: Start Pipe Agent and Establish SMB Pipe C2 Channel,smbpipe-agent.exe creates named pipe \\.\pipe\oraclexa masquerading as Oracle XA service endpoint,Stealth,T1036.005,Masquerading: Match Legitimate Resource Name or Location,Windows,[smbpipe-agent.exe on DC01] Sysmon EC=17 PipeCreated for `\\.\pipe\oraclexa` where creator image is a non-system binary in `C:\Windows\Temp` and the pipe DACL grants only BA/SY - pipe name mimics an Oracle XA transaction endpoint while the creator path contradicts any legitimate Oracle service installation.,Calibrated - Not Benign,-,"`smbpipe-agent.exe` (spawned by `WmiPrvSE.exe`, running as `TESTLAB\Administrator`) creates named pipe `\\.\pipe\oraclexa` with DACL `BA/SY`-only and enters accept loop - pipe name mimics Oracle XA transaction service",DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 3 - Execution: Start Pipe Agent and Establish SMB Pipe C2 Channel,go-thehash.exe SMB2 named pipe open and framed request-response over \\DC01\pipe\oraclexa,Command and Control,T1095,Non-Application Layer Protocol,Windows,"[smbpipe-agent.exe on DC01] Security 5145 records IPC$ share access from SourceAddress=`10.12.10.20` (IIS01 / go-thehash.exe) targeting `pipe\oraclexa`, and Sysmon EC=18 PipeConnected fires for `\\.\pipe\oraclexa` in `smbpipe-agent.exe` - named pipe serves as C2 transport in place of any application-layer protocol; baseline: DC01 receives no IPC$ named-pipe connections from member-server IPs in normal operation.",Calibrated - Not Benign,-,"`go-thehash.exe` on IIS01 PtH authenticates to DC01, TreeConnects `IPC$`, opens `\\DC01\pipe\oraclexa` via SMB2 Create (polling 10 ms on `STATUS_PIPE_BUSY`), then exchanges custom length-prefixed byte-mode frames over SMB2 Read/Write inside one session - C2 protocol rides a named pipe, not an application-layer protocol",IIS01 (10.12.10.20) / DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 3 - Execution: Start Pipe Agent and Establish SMB Pipe C2 Channel,go-thehash/smbpipe-agent X25519 ECDH key agreement deriving per-connection AES session keys,Command and Control,T1573.002,Encrypted Channel: Asymmetric Cryptography,Windows,N/A - C3: X25519 ECDH key-agreement salt exchange is transmitted inside the named pipe channel; pipe byte content is off the declared EDR surface.,Not Calibrated - Not Benign,out-of-surface,Client sends a plaintext `[len=16][salt]` frame immediately after pipe open; both sides derive two directional AES-256-GCM keys via HKDF-SHA256 over a static-static X25519 ECDH secret - peer keys pinned into both binaries at build time; only the salt is visible on the wire,IIS01 (10.12.10.20) / DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 3 - Execution: Start Pipe Agent and Establish SMB Pipe C2 Channel,go-thehash/smbpipe-agent AES-256-GCM sealed command and output frames over pipe,Command and Control,T1573.001,Encrypted Channel: Symmetric Cryptography,Windows,N/A - C3: AES-256-GCM frame structure and high-entropy envelope pattern are inside the named pipe channel; pipe byte content is off the declared EDR surface.,Not Calibrated - Not Benign,out-of-surface,"All traffic after the handshake is `[4-byte len][12-byte nonce][ciphertext+16-byte tag]` AES-256-GCM frames - length header as AEAD associated data, nonce = random prefix ‖ monotonic counter; command and output contents opaque to passive network capture",IIS01 (10.12.10.20) / DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 3 - Execution: Start Pipe Agent and Establish SMB Pipe C2 Channel,smbpipe-agent.exe cmd.exe /c child process spawn for pipe command execution on DC01,Execution,T1059.003,Command and Scripting Interpreter: Windows Command Shell,Windows,[smbpipe-agent.exe on DC01] Sysmon EC=1 process-create of `cmd.exe` with parent image `C:\Windows\Temp\smbpipe-agent.exe` and grandparent `WmiPrvSE.exe` - cmd.exe spawned from a Temp-directory binary under WmiPrvSE.exe lineage; baseline: WmiPrvSE.exe never spawns non-system children that in turn spawn cmd.exe in normal operation.,Calibrated - Not Benign,-,"`smbpipe-agent.exe` (running as `TESTLAB\Administrator` under `WmiPrvSE.exe`) decrypts the received pipe command frame and spawns `cmd.exe /c <command>` to execute it, capturing combined stdout/stderr - first observable cmd.exe spawn from the pipe agent on DC01",DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 3B - Execution: Alternative Agent Launch via SCM Service,go-thehash.exe exec MS-SCMR transient service creation and start on DC01,Lateral Movement,T1021.002,Remote Services: SMB/Windows Admin Shares,Windows,"On DC01: Security 5145 (Detailed File Share) records access to the SCM named pipe (`RelativeTargetName` ending `svcctl`) under share `IPC$` with Account=`TESTLAB\Administrator`, SourceAddress=`10.12.10.20` (IIS01) - remote SCM RPC bind over SMB IPC$ from a member-server IP; baseline: DC01 receives no `svcctl` pipe access from member-server IPs",Not Calibrated - Not Benign,remote-exec,"`go-thehash.exe` on IIS01 (run via sp_OA WScript.Shell.Run as `NT SERVICE\MSSQL$SQLEXPRESS` - no cmd.exe) authenticates to DC01 via Pass-the-Hash, binds DCE/RPC to `\pipe\svcctl`, and calls `CreateServiceW` with a random 12-character name and `ImagePath=C:\Windows\Temp\smbpipe-agent-svc.exe`, then `StartService` and `DeleteService` - transient service execution from a member-server IP with no SCM activity in baseline",IIS01 (10.12.10.20) / DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 3B - Execution: Alternative Agent Launch via SCM Service,go-thehash.exe exec MS-SCMR transient service creation and start on DC01,Execution,T1569.002,System Services: Service Execution,Windows,"On DC01: System 7045 records a new service install whose ImagePath is `C:\Windows\Temp\smbpipe-agent-svc.exe` (a user-writable Temp-directory binary) with a random lowercase 12-character ServiceName, correlated with Security 4697 and a child process spawned under `services.exe` as `NT AUTHORITY\SYSTEM` - service execution with a Temp-path binary; baseline: DC01 service installs never point at C:\Windows\Temp",Calibrated - Not Benign,-,"`go-thehash.exe` on IIS01 (run via sp_OA WScript.Shell.Run as `NT SERVICE\MSSQL$SQLEXPRESS` - no cmd.exe) authenticates to DC01 via Pass-the-Hash, binds DCE/RPC to `\pipe\svcctl`, and calls `CreateServiceW` with a random 12-character name and `ImagePath=C:\Windows\Temp\smbpipe-agent-svc.exe`, then `StartService` and `DeleteService` - transient service execution from a member-server IP with no SCM activity in baseline",IIS01 (10.12.10.20) / DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 3B - Execution: Alternative Agent Launch via SCM Service,smbpipe-agent-svc.exe self-relaunch detached orphaning the SYSTEM process,Stealth,T1036.009,Masquerading: Break Process Trees,Windows,"On DC01: Sysmon EC=1 shows `smbpipe-agent-svc.exe` (itself a child of `services.exe`) spawning a child of its own image and the parent exiting in the same window, leaving the child reparented outside the services.exe tree - self-re-spawn that breaks the service process tree; baseline: service binaries do not re-execute themselves detached",Calibrated - Not Benign,-,"`smbpipe-agent-svc.exe` (started by `services.exe` as `NT AUTHORITY\SYSTEM`) re-launches its own image with `DETACHED_PROCESS` and exits, so the ~30 s SCM start-timeout terminates only the original process while the detached child survives as SYSTEM, reparented outside the service process tree",DC01 (TBD),NT AUTHORITY\SYSTEM
Phase 4.md,Step 3B - Execution: Alternative Agent Launch via SCM Service,smbpipe-agent-svc.exe creates named pipe \\.\pipe\oraclexa_svc,Stealth,T1036.005,Masquerading: Match Legitimate Resource Name or Location,Windows,"On DC01: Sysmon EC=17 PipeCreated for `\\.\pipe\oraclexa_svc` where the creator image is `C:\Windows\Temp\smbpipe-agent-svc.exe` (non-system, Temp-dir binary) and the pipe DACL grants only BA/SY - pipe name mimics an Oracle XA transaction endpoint while the creator path contradicts any legitimate Oracle service installation",Calibrated - Not Benign,-,"`smbpipe-agent-svc.exe` (running as `NT AUTHORITY\SYSTEM` after detaching) creates named pipe `\\.\pipe\oraclexa_svc` with a BA/SY-only DACL and enters its accept loop - a second Oracle XA-masquerading pipe, distinct name from the WMI-launched `\\.\pipe\oraclexa`",DC01 (TBD),NT AUTHORITY\SYSTEM
Phase 4.md,Step 3B - Execution: Alternative Agent Launch via SCM Service,go-thehash.exe pipe SMB2 IPC$ open of \\.\pipe\oraclexa_svc returning whoami as SYSTEM,Command and Control,T1095,Non-Application Layer Protocol,Windows,"On DC01: Security 5145 records IPC$ share access from SourceAddress=`10.12.10.20` (IIS01 / go-thehash.exe) targeting `pipe\oraclexa_svc`, and Sysmon EC=18 PipeConnected fires for `\\.\pipe\oraclexa_svc` in `smbpipe-agent-svc.exe` - named pipe serves as C2 transport in place of any application-layer protocol; baseline: DC01 receives no IPC$ named-pipe connections from member-server IPs",Calibrated - Not Benign,-,"`go-thehash.exe` on IIS01 PtH-authenticates to DC01, TreeConnects `IPC$`, opens `\\DC01\pipe\oraclexa_svc` via SMB2 Create, exchanges an encrypted command/response frame, and reads back `nt authority\system` - second named-pipe C2 channel, now in SYSTEM context",IIS01 (10.12.10.20) / DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 4 - Persistence: Registry-Backed Windows Service on DC01,NtServiceInstaller.exe NT native registry-backed service creation of OracleXAService on DC01,Persistence,T1543.003,Create or Modify System Process: Windows Service,Windows,[NtServiceInstaller.exe on DC01] Sysmon EC=12 creates new subkey `HKLM\SYSTEM\CurrentControlSet\Services\OracleXAService` and its process lineage runs cmd.exe ← `C:\Windows\Temp\smbpipe-agent.exe` - service-key creation outside SCM lineage (services.exe absent from the creating tree).,Calibrated - Not Benign,-,"`NtServiceInstaller.exe` (spawned by `smbpipe-agent.exe` as `TESTLAB\Administrator`) writes the service configuration directly to `HKLM\SYSTEM\CurrentControlSet\Services\OracleXAService` via `NtCreateKey` + `NtSetValueKey` - `Type=16`, `Start=2`, `ImagePath=C:\Windows\Temp\smbpipe-agent.exe`, `ObjectName=LocalSystem`; no `CreateServiceW` call, no System Event ID 7045",DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 4 - Persistence: Registry-Backed Windows Service on DC01,NtServiceInstaller.exe NtCreateKey NtSetValueKey NT native registry API service write,Execution,T1106,Native API,Windows,[NtServiceInstaller.exe on DC01] native-API monitoring records the direct ntdll syscall sequence `NtOpenKey → NtCreateKey → NtSetValueKey → NtClose` against `\Registry\Machine\SYSTEM\CurrentControlSet\Services` and in-memory capability scan flags the image resolving these Nt* functions at runtime with a sparse import table holding only 2 imported functions (kernel32 exports).,Calibrated - Not Benign,-,"`NtServiceInstaller.exe` (spawned by `smbpipe-agent.exe` as `TESTLAB\Administrator`) resolves `NtOpenKey`, `NtCreateKey`, `NtSetValueKey`, and `NtClose` from ntdll.dll at runtime and writes the service key via NT native registry APIs - bypassing advapi32.dll registry function hooks",DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 4 - Persistence: Registry-Backed Windows Service on DC01,NtServiceInstaller.exe NT native registry value write to OracleXAService service key,Defense Impairment,T1112,Modify Registry,Windows,"[NtServiceInstaller.exe on DC01] Sysmon EC=13 sets registry values `Type`, `Start`, `ErrorControl`, `ImagePath`, `DisplayName`, `ObjectName` under `HKLM\SYSTEM\CurrentControlSet\Services\OracleXAService` with `Start=2` and `ImagePath=C:\Windows\Temp\smbpipe-agent.exe` - value-set batch materializing an autostart LocalSystem service pointing at a Temp-directory binary.",Calibrated - Not Benign,-,"`NtServiceInstaller.exe` writes registry values `Type`, `Start`, `ErrorControl`, `ImagePath`, `DisplayName`, `ObjectName` under `HKLM\SYSTEM\CurrentControlSet\Services\OracleXAService` via `NtSetValueKey` - registry modification is the mechanism used to create the persistent service",DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 5 - Credential Access: NTDS Raw Dump via NtdsRawDump on DC01,PolicySyncSvc.exe Win32_ShadowCopy.Create WMI volume shadow copy creation,Execution,T1047,Windows Management Instrumentation,Windows,"[PolicySyncSvc.exe on DC01] WMI-Activity Operational log records `Win32_ShadowCopy.Create` (and a paired `.Delete()`) with client process `PolicySyncSvc.exe` in the cmd.exe→smbpipe-agent.exe lineage, and Microsoft-Windows-VSS/System log shows corresponding VolSvc/volsnap shadow-copy activity within seconds - baseline: only backup tooling creates shadow copies and none runs during the test window.",Calibrated - Not Benign,-,`PolicySyncSvc.exe` creates and deletes a VSS shadow copy via WMI `Win32_ShadowCopy.Create()`/`.Delete()` - non-backup process creates volume shadow copy through programmatic COM instead of `vssadmin.exe`,DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 5 - Credential Access: NTDS Raw Dump via NtdsRawDump on DC01,PolicySyncSvc.exe FILE_FLAG_BACKUP_SEMANTICS open NTDS.dit on VSS shadow path,Credential Access,T1003.003,OS Credential Dumping: NTDS,Windows,"[PolicySyncSvc.exe on DC01] Security 4663/4656 records a handle open to `\??\GLOBALROOT\Device\HarddiskVolumeShadowCopyN\Windows\NTDS\ntds.dit` requesting ReadData with Backup semantics (access mask incl. `Backup`/`ReadData`) where the opening process image is `PolicySyncSvc.exe` under the cmd.exe→smbpipe-agent.exe tree - baseline: no process outside backup infrastructure ever opens ntds.dit, including under any shadow-copy namespace.",Calibrated - Not Benign,-,`PolicySyncSvc.exe` (spawned by `smbpipe-agent.exe` as `TESTLAB\Administrator`) opens `ntds.dit` under the VSS shadow path with `FILE_FLAG_BACKUP_SEMANTICS` to retrieve its NTFS cluster map via `FSCTL_GET_RETRIEVAL_POINTERS` - NTDS namespace access is the credential-targeting signal; actual data read via raw volume device handle (T1006),DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 5 - Credential Access: NTDS Raw Dump via NtdsRawDump on DC01,PolicySyncSvc.exe raw ReadFile volume device handle VSS shadow cluster read,Stealth,T1006,Direct Volume Access,Windows,"[PolicySyncSvc.exe on DC01] Security 4656 records a handle open to device object `\Device\HarddiskVolumeShadowCopyN` with ReadData access by `PolicySyncSvc.exe`, followed by sustained sequential reads against the device - baseline: no user process opens raw volume-device handles; only volsnap/VSS service context touches these objects.",Calibrated - Not Benign,-,"`PolicySyncSvc.exe` opens the shadow volume device (`\\?\GLOBALROOT\Device\HarddiskVolumeShadowCopyN`) and reads NTFS cluster data for `ntds.dit`, `SYSTEM`, `SAM`, `SECURITY` via raw `ReadFile` at LCN byte offsets - reads bypass the WdFilter.sys filesystem minifilter",DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 5 - Credential Access: NTDS Raw Dump via NtdsRawDump on DC01,PolicySyncSvc.exe System.IO.Compression ZipArchive MemoryStream in-process ZIP assembly,Collection,T1560.002,Archive Collected Data: Archive via Library,Windows,"[PolicySyncSvc.exe on DC01] Sysmon EC=11 records a burst create of four `.tmp` files under `C:\ProgramData\CertStore\` followed by rapid delete of the whole directory - the on-disk staging churn that feeds the in-memory ZipArchive; the ZIP assembly itself (MemoryStream, no child process, no intermediate .zip) leaves no separate artifact and is witnessed only through this staging pattern.",Not Calibrated - Not Benign,staging,"`ZipArchive` over `MemoryStream` compresses the four encrypted credential `.tmp` files entirely in-process - no child archival process spawned, no intermediate ZIP file on disk",DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 5 - Credential Access: NTDS Raw Dump via NtdsRawDump on DC01,PolicySyncSvc.exe AES-256-CBC custom archive batch wrapper certstore.cmd write,Collection,T1560.003,Archive Collected Data: Archive via Custom Method,Windows,"[PolicySyncSvc.exe on DC01] Sysmon EC=11 records file-create of `C:\ProgramData\certstore.cmd` immediately after the `CertStore\` directory deletion, and YARA scan at creation matches: ASCII `@echo off`/`set _b=` header followed by a single multi-megabyte base64 blob - `.cmd`-extension file with base64 blob body is a content/extension mismatch no legitimate batch script exhibits.",Calibrated - Not Benign,-,"`PolicySyncSvc.exe` applies AES-256-CBC (`AesCryptoServiceProvider`) per-file and over the in-memory ZIP, base64-encodes the result, and wraps it in a `@echo off` batch stub writing `certstore.cmd` to `C:\ProgramData\` - custom archive format combining AES encryption, base64, and batch-file camouflage",DC01 (TBD),TESTLAB\Administrator
