Step,Tactic,Technique ID,Technique Name,Platform,Detection Criteria,Category,ACW,Red Team Activity,Hosts,Users,Detection ID,Detection Description,Log Source,Event Filter,Data Component
"Step 1 - DC Credential Material, Archive & Encryption",Defense Evasion,T1027.007,Obfuscated Files or Information: Dynamic API Resolution,Windows,"Static analysis of `NtdsRawDump.exe` IAT: only `GetModuleHandleW` and `GetProcAddress` present — `CreateFile`, `DeviceIoControl`, `ReadFile`, `SetFilePointerEx`, `GetFileSizeEx`, and `CloseHandle` absent from import table; Sysmon Event 7: `kernel32.dll` loaded into `NtdsRawDump.exe` with no corresponding DllImport thunks in static disassembly",Calibrated - Not Benign,Medium,All operational volume and I/O APIs resolved at runtime: `GetProcAddress` called with position-decoded name strings; `Marshal.GetDelegateForFunctionPointer` used to bind each delegate type — no `[DllImport]` stubs for operational APIs in the compiled PE,DC01 (10.12.10.10),TESTLAB\Administrator,AN0250,"Behavioral chain involving suspicious use of GetProcAddress and LoadLibrary following memory allocation and manual mapping, often paired with low entropy strings, abnormal API use without static import tables, or delayed module load behaviors.",etw:Microsoft-Windows-Kernel-Process,API tracing / stack tracing via ETW or telemetry-based EDR,OS API Execution
"Step 1 - DC Credential Material, Archive & Encryption",Defense Evasion,T1027.013,Obfuscated Files or Information: Encrypted/Encoded File,Windows,"Static analysis of `NtdsRawDump.exe` PE: no UTF-16 string literals matching `Win32_ShadowCopy`, NTDS/hive paths, output filenames, or `kernel32.dll` export names; FLOSS / string extraction yields only encoded byte array content — IOC strings absent from binary; no single constant XOR key extractable (position-dependent formula defeats single-byte brute-force)",Calibrated - Not Benign,Medium,30 IOC strings and the AES-256-CBC key stored as position-encoded byte arrays decoded in-memory at runtime; key formula `(BASE=0xA3 + i×STEP=0x5B) & 0xFF` — no constant byte shared across positions; AES key embedded encoded and decoded only at the moment of first use,DC01 (10.12.10.10),TESTLAB\Administrator,AN0237,"Detection of processes that load or decode encrypted/encoded files in memory and subsequently execute or inject them, indicating payload unpacking or memory-resident malware.",WinEventLog:Sysmon,EventCode=7,Module Load
"Step 1 - DC Credential Material, Archive & Encryption",Defense Evasion,T1027.013,Obfuscated Files or Information: Encrypted/Encoded File,Windows,"Static analysis of `NtdsRawDump.exe` PE: no UTF-16 string literals matching `Win32_ShadowCopy`, NTDS/hive paths, output filenames, or `kernel32.dll` export names; FLOSS / string extraction yields only encoded byte array content — IOC strings absent from binary; no single constant XOR key extractable (position-dependent formula defeats single-byte brute-force)",Calibrated - Not Benign,Medium,30 IOC strings and the AES-256-CBC key stored as position-encoded byte arrays decoded in-memory at runtime; key formula `(BASE=0xA3 + i×STEP=0x5B) & 0xFF` — no constant byte shared across positions; AES key embedded encoded and decoded only at the moment of first use,DC01 (10.12.10.10),TESTLAB\Administrator,AN0237,"Detection of processes that load or decode encrypted/encoded files in memory and subsequently execute or inject them, indicating payload unpacking or memory-resident malware.",WinEventLog:Sysmon,EventCode=10,Process Access
"Step 1 - DC Credential Material, Archive & Encryption",Defense Evasion,T1027.013,Obfuscated Files or Information: Encrypted/Encoded File,Windows,"Static analysis of `NtdsRawDump.exe` PE: no UTF-16 string literals matching `Win32_ShadowCopy`, NTDS/hive paths, output filenames, or `kernel32.dll` export names; FLOSS / string extraction yields only encoded byte array content — IOC strings absent from binary; no single constant XOR key extractable (position-dependent formula defeats single-byte brute-force)",Calibrated - Not Benign,Medium,30 IOC strings and the AES-256-CBC key stored as position-encoded byte arrays decoded in-memory at runtime; key formula `(BASE=0xA3 + i×STEP=0x5B) & 0xFF` — no constant byte shared across positions; AES key embedded encoded and decoded only at the moment of first use,DC01 (10.12.10.10),TESTLAB\Administrator,AN0237,"Detection of processes that load or decode encrypted/encoded files in memory and subsequently execute or inject them, indicating payload unpacking or memory-resident malware.",WinEventLog:Security,EventCode=4688,Process Creation
Step 1B: Alternative Step for Archive Action in Step 1 - Archive via Utility (makecab LOLBin),Collection,T1560.001,Archive Collected Data: Archive via Utility,Windows,Sysmon Event 1 on DC01: `makecab.exe` spawns from `RuntimeBroker.exe` ghost (dnscat2 parent); command line shows `certstore.ddf` directive referencing `C:\ProgramData\CertStore`; Sysmon Event 11: `certstore.cab` created in `C:\ProgramData\`,Calibrated - Not Benign,High,`makecab.exe /f certstore.ddf` compresses the staged credential `.tmp` files in `CertStore\` into `certstore.cab`; invoked directly from within the dnscat2 ghost process — anomalous parent for a cabinet compression utility; distinct process-creation signal from the in-process ZipFile archiving in Step 1,DC01 (10.12.10.10),TESTLAB\Administrator,AN0831,"Detects adversarial archiving using built-in or third-party utilities (makecab, diantz, xcopy, certutil, 7z, WinRAR, WinZip). Correlates suspicious process creation events with command-line arguments for compression/encoding, followed by creation of archive files (.cab, .zip, .7z, .rar). Identifies anomalous loading of crypt32.dll for encryption operations or execution of diantz.exe to compress remotely staged files.",WinEventLog:Security,EventCode=4688,Process Creation
Step 1B: Alternative Step for Archive Action in Step 1 - Archive via Utility (makecab LOLBin),Collection,T1560.001,Archive Collected Data: Archive via Utility,Windows,Sysmon Event 1 on DC01: `makecab.exe` spawns from `RuntimeBroker.exe` ghost (dnscat2 parent); command line shows `certstore.ddf` directive referencing `C:\ProgramData\CertStore`; Sysmon Event 11: `certstore.cab` created in `C:\ProgramData\`,Calibrated - Not Benign,High,`makecab.exe /f certstore.ddf` compresses the staged credential `.tmp` files in `CertStore\` into `certstore.cab`; invoked directly from within the dnscat2 ghost process — anomalous parent for a cabinet compression utility; distinct process-creation signal from the in-process ZipFile archiving in Step 1,DC01 (10.12.10.10),TESTLAB\Administrator,AN0831,"Detects adversarial archiving using built-in or third-party utilities (makecab, diantz, xcopy, certutil, 7z, WinRAR, WinZip). Correlates suspicious process creation events with command-line arguments for compression/encoding, followed by creation of archive files (.cab, .zip, .7z, .rar). Identifies anomalous loading of crypt32.dll for encryption operations or execution of diantz.exe to compress remotely staged files.",WinEventLog:Sysmon,EventCode=11,File Creation
Step 1B: Alternative Step for Archive Action in Step 1 - Archive via Utility (makecab LOLBin),Collection,T1560.001,Archive Collected Data: Archive via Utility,Windows,Sysmon Event 1 on DC01: `makecab.exe` spawns from `RuntimeBroker.exe` ghost (dnscat2 parent); command line shows `certstore.ddf` directive referencing `C:\ProgramData\CertStore`; Sysmon Event 11: `certstore.cab` created in `C:\ProgramData\`,Calibrated - Not Benign,High,`makecab.exe /f certstore.ddf` compresses the staged credential `.tmp` files in `CertStore\` into `certstore.cab`; invoked directly from within the dnscat2 ghost process — anomalous parent for a cabinet compression utility; distinct process-creation signal from the in-process ZipFile archiving in Step 1,DC01 (10.12.10.10),TESTLAB\Administrator,AN0831,"Detects adversarial archiving using built-in or third-party utilities (makecab, diantz, xcopy, certutil, 7z, WinRAR, WinZip). Correlates suspicious process creation events with command-line arguments for compression/encoding, followed by creation of archive files (.cab, .zip, .7z, .rar). Identifies anomalous loading of crypt32.dll for encryption operations or execution of diantz.exe to compress remotely staged files.",WinEventLog:Sysmon,EventCode=7,Module Load
Step 2 - NETLOGON Relay & Exfiltration,Collection,T1039,Data from Network Shared Drive,Windows,Security Event 5145 on DC01: `NETLOGON` share accessed by `IIS01$` machine account (Logon Type 3 from `10.12.10.20`); `certstore.tmp` — a non-script binary blob — read from the domain network share outside any user logon event; Sysmon Event 11 on IIS01: `certstore.tmp` written to `C:\inetpub\react.testlab.local\` by `cmd.exe` (dnscat2 shell child),Calibrated - Not Benign,High,"IIS01 SYSTEM dnscat2 shell reads `certstore.tmp` (AES-256-CBC-encrypted DC credential archive) from `\\DC01\NETLOGON\` using `IIS01$` machine account Kerberos; NETLOGON share used as relay — DC01 PtH Logon Type 3 token carries no outbound credentials for a second hop, so direction is inverted: DC01 writes locally to SYSVOL scripts, IIS01 pulls via single-hop SMB",IIS01 (10.12.10.20) → DC01 (10.12.10.10),IIS01$ (SYSTEM),AN1145,"Monitoring of file access to network shares (e.g., C$, Admin$) followed by unusual read or copy operations by processes not typically associated with such activity (e.g., PowerShell, certutil).",WinEventLog:Security,EventCode=5145,Network Share Access
Step 2 - NETLOGON Relay & Exfiltration,Collection,T1039,Data from Network Shared Drive,Windows,Security Event 5145 on DC01: `NETLOGON` share accessed by `IIS01$` machine account (Logon Type 3 from `10.12.10.20`); `certstore.tmp` — a non-script binary blob — read from the domain network share outside any user logon event; Sysmon Event 11 on IIS01: `certstore.tmp` written to `C:\inetpub\react.testlab.local\` by `cmd.exe` (dnscat2 shell child),Calibrated - Not Benign,High,"IIS01 SYSTEM dnscat2 shell reads `certstore.tmp` (AES-256-CBC-encrypted DC credential archive) from `\\DC01\NETLOGON\` using `IIS01$` machine account Kerberos; NETLOGON share used as relay — DC01 PtH Logon Type 3 token carries no outbound credentials for a second hop, so direction is inverted: DC01 writes locally to SYSVOL scripts, IIS01 pulls via single-hop SMB",IIS01 (10.12.10.20) → DC01 (10.12.10.10),IIS01$ (SYSTEM),AN1145,"Monitoring of file access to network shares (e.g., C$, Admin$) followed by unusual read or copy operations by processes not typically associated with such activity (e.g., PowerShell, certutil).",WinEventLog:Sysmon,EventCode=11,File Creation
Step 2 - NETLOGON Relay & Exfiltration,Collection,T1074.001,Data Staged: Local Data Staging,Windows,Sysmon Event 11 on DC01: `certstore.tmp` written to `C:\Windows\SYSVOL\sysvol\testlab.local\scripts\` by `RuntimeBroker.exe` ghost (TESTLAB\Administrator dnscat2 parent); non-script `.tmp` binary blob in the SYSVOL scripts directory is anomalous — no logon script has this file extension; DFSR change journal records a new file in the replicated SYSVOL folder,Calibrated - Not Benign,Medium,`certstore.tmp` (AES-256-CBC-encrypted archive of all DC credential material) copied into the DC01 SYSVOL scripts directory as a staging relay point accessible to domain computers via `\\DC01\NETLOGON\`; avoids outbound SMB from DC01 — local write only,DC01 (10.12.10.10),TESTLAB\Administrator,AN0724,"Detects file reads across locations followed by writes to temp or staging directories, often compressed or encrypted, indicating local staging behavior.",WinEventLog:Sysmon,EventCode=11,File Creation
Step 2 - NETLOGON Relay & Exfiltration,Collection,T1074.001,Data Staged: Local Data Staging,Windows,Sysmon Event 11 on DC01: `certstore.tmp` written to `C:\Windows\SYSVOL\sysvol\testlab.local\scripts\` by `RuntimeBroker.exe` ghost (TESTLAB\Administrator dnscat2 parent); non-script `.tmp` binary blob in the SYSVOL scripts directory is anomalous — no logon script has this file extension; DFSR change journal records a new file in the replicated SYSVOL folder,Calibrated - Not Benign,Medium,`certstore.tmp` (AES-256-CBC-encrypted archive of all DC credential material) copied into the DC01 SYSVOL scripts directory as a staging relay point accessible to domain computers via `\\DC01\NETLOGON\`; avoids outbound SMB from DC01 — local write only,DC01 (10.12.10.10),TESTLAB\Administrator,AN0724,"Detects file reads across locations followed by writes to temp or staging directories, often compressed or encrypted, indicating local staging behavior.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 2 - NETLOGON Relay & Exfiltration,Collection,T1074.001,Data Staged: Local Data Staging,Windows,Sysmon Event 11 on DC01: `certstore.tmp` written to `C:\Windows\SYSVOL\sysvol\testlab.local\scripts\` by `RuntimeBroker.exe` ghost (TESTLAB\Administrator dnscat2 parent); non-script `.tmp` binary blob in the SYSVOL scripts directory is anomalous — no logon script has this file extension; DFSR change journal records a new file in the replicated SYSVOL folder,Calibrated - Not Benign,Medium,`certstore.tmp` (AES-256-CBC-encrypted archive of all DC credential material) copied into the DC01 SYSVOL scripts directory as a staging relay point accessible to domain computers via `\\DC01\NETLOGON\`; avoids outbound SMB from DC01 — local write only,DC01 (10.12.10.10),TESTLAB\Administrator,AN0724,"Detects file reads across locations followed by writes to temp or staging directories, often compressed or encrypted, indicating local staging behavior.",WinEventLog:Security,"EventCode=4663, 4670, 4656",File Access
Step 2 - NETLOGON Relay & Exfiltration,Lateral Movement,T1021.002,Remote Services: SMB/Windows Admin Shares,Windows,"Security Event 4624 on DC01: `IIS01$` network logon (Logon Type 3) from `10.12.10.20`; Security Event 5145 on DC01: `NETLOGON` share accessed, `certstore.tmp` read by IIS01 machine account; Sysmon Event 11 on IIS01: `certstore.tmp` created in `C:\inetpub\react.testlab.local\`",Calibrated - Not Benign,High,IIS01 SYSTEM dnscat2 shell copies `\\DC01\NETLOGON\certstore.tmp` to the react.testlab.local web root using `IIS01$` machine account Kerberos over SMB; single-hop from IIS01 to DC01 — machine account Kerberos avoids the NTLM double-hop constraint of the DC01 PtH Logon Type 3 shell,IIS01 (10.12.10.20) → DC01 (10.12.10.10),IIS01$ (SYSTEM),AN1468,"An SMB-based remote file share access followed by lateral movement actions such as remote service creation, task scheduling, or suspicious process execution on the target host using ADMIN$ or C$ shares.",WinEventLog:Security,"EventCode=4624, 4648",Logon Session Creation
Step 2 - NETLOGON Relay & Exfiltration,Lateral Movement,T1021.002,Remote Services: SMB/Windows Admin Shares,Windows,"Security Event 4624 on DC01: `IIS01$` network logon (Logon Type 3) from `10.12.10.20`; Security Event 5145 on DC01: `NETLOGON` share accessed, `certstore.tmp` read by IIS01 machine account; Sysmon Event 11 on IIS01: `certstore.tmp` created in `C:\inetpub\react.testlab.local\`",Calibrated - Not Benign,High,IIS01 SYSTEM dnscat2 shell copies `\\DC01\NETLOGON\certstore.tmp` to the react.testlab.local web root using `IIS01$` machine account Kerberos over SMB; single-hop from IIS01 to DC01 — machine account Kerberos avoids the NTLM double-hop constraint of the DC01 PtH Logon Type 3 shell,IIS01 (10.12.10.20) → DC01 (10.12.10.10),IIS01$ (SYSTEM),AN1468,"An SMB-based remote file share access followed by lateral movement actions such as remote service creation, task scheduling, or suspicious process execution on the target host using ADMIN$ or C$ shares.",WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Step 2 - NETLOGON Relay & Exfiltration,Lateral Movement,T1021.002,Remote Services: SMB/Windows Admin Shares,Windows,"Security Event 4624 on DC01: `IIS01$` network logon (Logon Type 3) from `10.12.10.20`; Security Event 5145 on DC01: `NETLOGON` share accessed, `certstore.tmp` read by IIS01 machine account; Sysmon Event 11 on IIS01: `certstore.tmp` created in `C:\inetpub\react.testlab.local\`",Calibrated - Not Benign,High,IIS01 SYSTEM dnscat2 shell copies `\\DC01\NETLOGON\certstore.tmp` to the react.testlab.local web root using `IIS01$` machine account Kerberos over SMB; single-hop from IIS01 to DC01 — machine account Kerberos avoids the NTLM double-hop constraint of the DC01 PtH Logon Type 3 shell,IIS01 (10.12.10.20) → DC01 (10.12.10.10),IIS01$ (SYSTEM),AN1468,"An SMB-based remote file share access followed by lateral movement actions such as remote service creation, task scheduling, or suspicious process execution on the target host using ADMIN$ or C$ shares.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 2 - NETLOGON Relay & Exfiltration,Exfiltration,T1041,Exfiltration Over C2 Channel,Windows,"`node.exe` on IIS01 reads `certstore.tmp` via eval-based `fs.readFileSync` and transmits its content as base64-encoded 8,192-byte chunks in successive HTTP 200 responses to the attacker; same chunked HTTP response stream as Phase 2 `f.elif` download; `certstore.tmp` size distinguishes this transfer from the ~10 s LSASS dump",Calibrated - Not Benign,High,"react2shell `download C:\inetpub\react.testlab.local\certstore.tmp` exfiltrates the AES-256-CBC-encrypted collection archive via the existing react2shell HTTP C2 channel; identical chunked eval-based mechanism to Phase 2 `f.elif` download — new exfil artifact, same C2 channel",react.testlab.local,IIS APPPOOL\react.testlab.local,AN0988,"Identifies suspicious outbound traffic volume mismatches from processes that typically do not generate network activity, particularly over C2 protocols like HTTPS, DNS, or custom TCP/UDP ports, following file or data access.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 2 - NETLOGON Relay & Exfiltration,Exfiltration,T1041,Exfiltration Over C2 Channel,Windows,"`node.exe` on IIS01 reads `certstore.tmp` via eval-based `fs.readFileSync` and transmits its content as base64-encoded 8,192-byte chunks in successive HTTP 200 responses to the attacker; same chunked HTTP response stream as Phase 2 `f.elif` download; `certstore.tmp` size distinguishes this transfer from the ~10 s LSASS dump",Calibrated - Not Benign,High,"react2shell `download C:\inetpub\react.testlab.local\certstore.tmp` exfiltrates the AES-256-CBC-encrypted collection archive via the existing react2shell HTTP C2 channel; identical chunked eval-based mechanism to Phase 2 `f.elif` download — new exfil artifact, same C2 channel",react.testlab.local,IIS APPPOOL\react.testlab.local,AN0988,"Identifies suspicious outbound traffic volume mismatches from processes that typically do not generate network activity, particularly over C2 protocols like HTTPS, DNS, or custom TCP/UDP ports, following file or data access.",WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Step 2 - NETLOGON Relay & Exfiltration,Exfiltration,T1041,Exfiltration Over C2 Channel,Windows,"`node.exe` on IIS01 reads `certstore.tmp` via eval-based `fs.readFileSync` and transmits its content as base64-encoded 8,192-byte chunks in successive HTTP 200 responses to the attacker; same chunked HTTP response stream as Phase 2 `f.elif` download; `certstore.tmp` size distinguishes this transfer from the ~10 s LSASS dump",Calibrated - Not Benign,High,"react2shell `download C:\inetpub\react.testlab.local\certstore.tmp` exfiltrates the AES-256-CBC-encrypted collection archive via the existing react2shell HTTP C2 channel; identical chunked eval-based mechanism to Phase 2 `f.elif` download — new exfil artifact, same C2 channel",react.testlab.local,IIS APPPOOL\react.testlab.local,AN0988,"Identifies suspicious outbound traffic volume mismatches from processes that typically do not generate network activity, particularly over C2 protocols like HTTPS, DNS, or custom TCP/UDP ports, following file or data access.",NSM:Flow,Flow/PCAP analysis for outbound payloads,Network Traffic Content
Step 2 - NETLOGON Relay & Exfiltration,Exfiltration,T1041,Exfiltration Over C2 Channel,Windows,"`node.exe` on IIS01 reads `certstore.tmp` via eval-based `fs.readFileSync` and transmits its content as base64-encoded 8,192-byte chunks in successive HTTP 200 responses to the attacker; same chunked HTTP response stream as Phase 2 `f.elif` download; `certstore.tmp` size distinguishes this transfer from the ~10 s LSASS dump",Calibrated - Not Benign,High,"react2shell `download C:\inetpub\react.testlab.local\certstore.tmp` exfiltrates the AES-256-CBC-encrypted collection archive via the existing react2shell HTTP C2 channel; identical chunked eval-based mechanism to Phase 2 `f.elif` download — new exfil artifact, same C2 channel",react.testlab.local,IIS APPPOOL\react.testlab.local,AN0988,"Identifies suspicious outbound traffic volume mismatches from processes that typically do not generate network activity, particularly over C2 protocols like HTTPS, DNS, or custom TCP/UDP ports, following file or data access.",WinEventLog:Security,"EventCode=4663, 4670, 4656",File Access
"Step 1 — Recovery Inhibition, Service Stop, and Data Encryption (IIS01)",Impact,T1490,Inhibit System Recovery,Windows,Windows System Event 7 on IIS01: VSS provider reports shadow copy deletion with no preceding `vssadmin.exe` Sysmon Event 1 — deletion via COM `IVssBackupComponents::DeleteSnapshots` called directly from `CertMaint.exe`; supporting: Sysmon Event 1 shows `CertMaint.exe` (child of `cmd.exe`) at SYSTEM integrity as the sole process,Calibrated - Not Benign,Critical,`CertMaint.exe` deletes all VSS shadow copies on IIS01 via `IVssBackupComponents` COM interface loaded from `vssapi.dll`; no child process spawned — removes snapshot-based recovery path before database file encryption,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0933,"Process chains that use native utilities (vssadmin, wbadmin, diskshadow, bcdedit, REAgentC, wmic) with arguments to delete shadow copies, disable recovery, or remove backup catalogs",WinEventLog:Sysmon,EventCode=1,Process Creation
"Step 1 — Recovery Inhibition, Service Stop, and Data Encryption (IIS01)",Impact,T1490,Inhibit System Recovery,Windows,Windows System Event 7 on IIS01: VSS provider reports shadow copy deletion with no preceding `vssadmin.exe` Sysmon Event 1 — deletion via COM `IVssBackupComponents::DeleteSnapshots` called directly from `CertMaint.exe`; supporting: Sysmon Event 1 shows `CertMaint.exe` (child of `cmd.exe`) at SYSTEM integrity as the sole process,Calibrated - Not Benign,Critical,`CertMaint.exe` deletes all VSS shadow copies on IIS01 via `IVssBackupComponents` COM interface loaded from `vssapi.dll`; no child process spawned — removes snapshot-based recovery path before database file encryption,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0933,"Process chains that use native utilities (vssadmin, wbadmin, diskshadow, bcdedit, REAgentC, wmic) with arguments to delete shadow copies, disable recovery, or remove backup catalogs",WinEventLog:Microsoft-Windows-Backup,Windows Backup Catalog deletion or catalog corruption,File Deletion
"Step 1 — Recovery Inhibition, Service Stop, and Data Encryption (IIS01)",Impact,T1490,Inhibit System Recovery,Windows,Windows System Event 7 on IIS01: VSS provider reports shadow copy deletion with no preceding `vssadmin.exe` Sysmon Event 1 — deletion via COM `IVssBackupComponents::DeleteSnapshots` called directly from `CertMaint.exe`; supporting: Sysmon Event 1 shows `CertMaint.exe` (child of `cmd.exe`) at SYSTEM integrity as the sole process,Calibrated - Not Benign,Critical,`CertMaint.exe` deletes all VSS shadow copies on IIS01 via `IVssBackupComponents` COM interface loaded from `vssapi.dll`; no child process spawned — removes snapshot-based recovery path before database file encryption,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0933,"Process chains that use native utilities (vssadmin, wbadmin, diskshadow, bcdedit, REAgentC, wmic) with arguments to delete shadow copies, disable recovery, or remove backup catalogs",WinEventLog:System,Service stopped or RecoveryDisabled set via REAgentC,Service Metadata
"Step 1 — Recovery Inhibition, Service Stop, and Data Encryption (IIS01)",Impact,T1490,Inhibit System Recovery,Windows,Windows System Event 7 on IIS01: VSS provider reports shadow copy deletion with no preceding `vssadmin.exe` Sysmon Event 1 — deletion via COM `IVssBackupComponents::DeleteSnapshots` called directly from `CertMaint.exe`; supporting: Sysmon Event 1 shows `CertMaint.exe` (child of `cmd.exe`) at SYSTEM integrity as the sole process,Calibrated - Not Benign,Critical,`CertMaint.exe` deletes all VSS shadow copies on IIS01 via `IVssBackupComponents` COM interface loaded from `vssapi.dll`; no child process spawned — removes snapshot-based recovery path before database file encryption,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0933,"Process chains that use native utilities (vssadmin, wbadmin, diskshadow, bcdedit, REAgentC, wmic) with arguments to delete shadow copies, disable recovery, or remove backup catalogs",WinEventLog:Sysmon,"EventCode=13, 14",Windows Registry Key Modification
"Step 1 — Recovery Inhibition, Service Stop, and Data Encryption (IIS01)",Impact,T1489,Service Stop,Windows,Windows System Event 7036 on IIS01: `MSSQL$SQLEXPRESS` service entered the stopped state; Sysmon Event 1 in the same time window shows `CertMaint.exe` at SYSTEM integrity with no `sc.exe` child — service stop originates from SCM API (`OpenServiceW`/`ControlService`) called directly within `CertMaint.exe`,Calibrated - Not Benign,High,`CertMaint.exe` stops `MSSQL$SQLEXPRESS` via SCM API to release exclusive OS file locks on `UploadPortalDB.mdf` and `UploadPortalDB_log.ldf`; service is restarted after encryption completes,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0061,"Adversary disables or stops critical services (e.g., Exchange, SQL, AV, endpoint monitoring) using native utilities or API calls, often preceding destructive actions (T1485, T1486). Behavioral chain: Elevated execution context + stop-service or sc.exe or ChangeServiceConfigW + terminated or disabled service + possible follow-up file manipulation.",WinEventLog:Sysmon,EventCode=1,Process Creation
"Step 1 — Recovery Inhibition, Service Stop, and Data Encryption (IIS01)",Impact,T1489,Service Stop,Windows,Windows System Event 7036 on IIS01: `MSSQL$SQLEXPRESS` service entered the stopped state; Sysmon Event 1 in the same time window shows `CertMaint.exe` at SYSTEM integrity with no `sc.exe` child — service stop originates from SCM API (`OpenServiceW`/`ControlService`) called directly within `CertMaint.exe`,Calibrated - Not Benign,High,`CertMaint.exe` stops `MSSQL$SQLEXPRESS` via SCM API to release exclusive OS file locks on `UploadPortalDB.mdf` and `UploadPortalDB_log.ldf`; service is restarted after encryption completes,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0061,"Adversary disables or stops critical services (e.g., Exchange, SQL, AV, endpoint monitoring) using native utilities or API calls, often preceding destructive actions (T1485, T1486). Behavioral chain: Elevated execution context + stop-service or sc.exe or ChangeServiceConfigW + terminated or disabled service + possible follow-up file manipulation.",WinEventLog:Security,EventCode=4672,Logon Session Metadata
"Step 1 — Recovery Inhibition, Service Stop, and Data Encryption (IIS01)",Impact,T1489,Service Stop,Windows,Windows System Event 7036 on IIS01: `MSSQL$SQLEXPRESS` service entered the stopped state; Sysmon Event 1 in the same time window shows `CertMaint.exe` at SYSTEM integrity with no `sc.exe` child — service stop originates from SCM API (`OpenServiceW`/`ControlService`) called directly within `CertMaint.exe`,Calibrated - Not Benign,High,`CertMaint.exe` stops `MSSQL$SQLEXPRESS` via SCM API to release exclusive OS file locks on `UploadPortalDB.mdf` and `UploadPortalDB_log.ldf`; service is restarted after encryption completes,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0061,"Adversary disables or stops critical services (e.g., Exchange, SQL, AV, endpoint monitoring) using native utilities or API calls, often preceding destructive actions (T1485, T1486). Behavioral chain: Elevated execution context + stop-service or sc.exe or ChangeServiceConfigW + terminated or disabled service + possible follow-up file manipulation.",WinEventLog:System,EventCode=7036,Service Creation
"Step 1 — Recovery Inhibition, Service Stop, and Data Encryption (IIS01)",Impact,T1489,Service Stop,Windows,Windows System Event 7036 on IIS01: `MSSQL$SQLEXPRESS` service entered the stopped state; Sysmon Event 1 in the same time window shows `CertMaint.exe` at SYSTEM integrity with no `sc.exe` child — service stop originates from SCM API (`OpenServiceW`/`ControlService`) called directly within `CertMaint.exe`,Calibrated - Not Benign,High,`CertMaint.exe` stops `MSSQL$SQLEXPRESS` via SCM API to release exclusive OS file locks on `UploadPortalDB.mdf` and `UploadPortalDB_log.ldf`; service is restarted after encryption completes,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0061,"Adversary disables or stops critical services (e.g., Exchange, SQL, AV, endpoint monitoring) using native utilities or API calls, often preceding destructive actions (T1485, T1486). Behavioral chain: Elevated execution context + stop-service or sc.exe or ChangeServiceConfigW + terminated or disabled service + possible follow-up file manipulation.",WinEventLog:Sysmon,EventCode=4,Service Metadata
"Step 1 — Recovery Inhibition, Service Stop, and Data Encryption (IIS01)",Impact,T1486,Data Encrypted for Impact,Windows,"Sysmon Event 11 on IIS01: `CertMaint.exe` (child of `cmd.exe`, grandchild of `RuntimeBroker.exe` ghost) writes to `C:\Program Files\Microsoft SQL Server\MSSQL17.SQLEXPRESS\MSSQL\DATA\UploadPortalDB.mdf` and `UploadPortalDB_log.ldf`; writing process is not a SQL Server service binary — anomalous writer identity for `.mdf`/`.ldf` file extensions; no `powershell.exe` child process",Calibrated - Not Benign,Critical,"`CertMaint.exe` opens each database file with `GENERIC_READ\|GENERIC_WRITE`, extends it to PKCS7-padded length via `CreateFileMappingW`, and encrypts in-place with AES-256-CBC using embedded tiny-AES-c; `UploadPortalDB` becomes permanently unreadable (Error 824) without the decryption key",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0602,"High-frequency file write operations using uncommon extensions, followed by ransom note creation, registry tampering, or shadow copy deletion. Often uses CLI tools like vssadmin, wbadmin, cipher, or PowerShell.",WinEventLog:Sysmon,EventCode=1,Process Creation
