File,Step,Summary,Tactic,Technique ID,Technique Name,Platform,Detection Criteria,Category,Calibration Reason,ACW,Red Team Activity,Hosts,Users,Detection ID,Detection Description,Log Source,Event Filter,Data Component
Phase 3-2.md,Step 7B - Service Creation: API-Based Windows Service Persistence,services.exe SCM launch of policysync-host.exe as CertPolicyHost service on DC01,Execution,T1569.002,System Services: Service Execution,Windows,services.exe spawns policysync-host.exe from C:\ProgramData to run as the CertPolicyHost service,Calibrated - Not Benign,,Low,-,Start substep: `ServiceInstaller.exe start CertPolicyHost` triggers SCM to launch the already-created persistence service; execution confirms the service works but the scored behavior is the persistent service creation in T1543.003,DC01,AN1185,"Detection focuses on abnormal service executions initiated via service control manager APIs, sc.exe, net.exe, or PsExec creating temporary services. Defenders observe process creation of services.exe spawning non-standard binaries, registry changes in service keys followed by rapid execution, and network connections originating from processes tied to transient services. Correlation across process lineage, registry activity, and service logs provides strong signals of malicious service execution.",WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 3-2.md,Step 7B - Service Creation: API-Based Windows Service Persistence,services.exe SCM launch of policysync-host.exe as CertPolicyHost service on DC01,Execution,T1569.002,System Services: Service Execution,Windows,services.exe spawns policysync-host.exe from C:\ProgramData to run as the CertPolicyHost service,Calibrated - Not Benign,,Low,-,Start substep: `ServiceInstaller.exe start CertPolicyHost` triggers SCM to launch the already-created persistence service; execution confirms the service works but the scored behavior is the persistent service creation in T1543.003,DC01,AN1185,"Detection focuses on abnormal service executions initiated via service control manager APIs, sc.exe, net.exe, or PsExec creating temporary services. Defenders observe process creation of services.exe spawning non-standard binaries, registry changes in service keys followed by rapid execution, and network connections originating from processes tied to transient services. Correlation across process lineage, registry activity, and service logs provides strong signals of malicious service execution.",WinEventLog:Sysmon,"EventCode=13, 14",Windows Registry Key Modification
Phase 3-2.md,Step 7B - Service Creation: API-Based Windows Service Persistence,services.exe SCM launch of policysync-host.exe as CertPolicyHost service on DC01,Execution,T1569.002,System Services: Service Execution,Windows,services.exe spawns policysync-host.exe from C:\ProgramData to run as the CertPolicyHost service,Calibrated - Not Benign,,Low,-,Start substep: `ServiceInstaller.exe start CertPolicyHost` triggers SCM to launch the already-created persistence service; execution confirms the service works but the scored behavior is the persistent service creation in T1543.003,DC01,AN1185,"Detection focuses on abnormal service executions initiated via service control manager APIs, sc.exe, net.exe, or PsExec creating temporary services. Defenders observe process creation of services.exe spawning non-standard binaries, registry changes in service keys followed by rapid execution, and network connections originating from processes tied to transient services. Correlation across process lineage, registry activity, and service logs provides strong signals of malicious service execution.",WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",react2shell stage base64 chunk eval PolicySyncSvc.exe ingress to IIS01 Temp,Command and Control,T1105,Ingress Tool Transfer,Windows,node.exe under w3wp.exe creates Portable Executable file in C:\Windows\Temp\ on IIS01,Not Calibrated - Not Benign,transport,High,"react2shell `stage` streams `PolicySyncSvc.exe` in 2000-char base64 chunks via HTTP eval channel into `global.__stageBuffer` and flushes as `PolicySyncSvc.bin`; `rename` promotes it to `.exe` via in-process `fs.renameSync` — no `.b64` disk artifact, no spawn",IIS01 (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",react2shell stage base64 chunk eval PolicySyncSvc.exe ingress to IIS01 Temp,Command and Control,T1105,Ingress Tool Transfer,Windows,node.exe under w3wp.exe creates Portable Executable file in C:\Windows\Temp\ on IIS01,Not Calibrated - Not Benign,transport,High,"react2shell `stage` streams `PolicySyncSvc.exe` in 2000-char base64 chunks via HTTP eval channel into `global.__stageBuffer` and flushes as `PolicySyncSvc.bin`; `rename` promotes it to `.exe` via in-process `fs.renameSync` — no `.b64` disk artifact, no spawn",IIS01 (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,EventCode=11,File Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",react2shell stage base64 chunk eval PolicySyncSvc.exe ingress to IIS01 Temp,Command and Control,T1105,Ingress Tool Transfer,Windows,node.exe under w3wp.exe creates Portable Executable file in C:\Windows\Temp\ on IIS01,Not Calibrated - Not Benign,transport,High,"react2shell `stage` streams `PolicySyncSvc.exe` in 2000-char base64 chunks via HTTP eval channel into `global.__stageBuffer` and flushes as `PolicySyncSvc.bin`; `rename` promotes it to `.exe` via in-process `fs.renameSync` — no `.b64` disk artifact, no spawn",IIS01 (10.12.10.20),IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",cmd.exe copy PolicySyncSvc.exe from IIS01 C$ admin share to DC01 ProgramData,Lateral Movement,T1570,Lateral Tool Transfer,Windows,cmd.exe on DC01 copies executable from \\IIS01\C$\Windows\Temp\ to C:\ProgramData\ and parent process is RuntimeBroker.exe,Not Calibrated - Not Benign,transport,Medium,DC01 dnscat2 shell (`RuntimeBroker.exe` ghost) copies `PolicySyncSvc.exe` from `\\IIS01\C$\Windows\Temp\` to `C:\ProgramData\` using the PtH Logon Type 3 `TESTLAB\Administrator` token — tool moves laterally from the initial staging host to the DC,DC01 (10.12.10.10) ← IIS01 (10.12.10.20),TESTLAB\Administrator,AN0516,"Correlate suspicious file transfers over SMB or Admin$ shares with process creation events (e.g., cmd.exe, powershell.exe, certutil.exe) that do not align with normal administrative behavior. Detect remote file writes followed by execution of transferred binaries.",WinEventLog:Security,EventCode=5140,Network Share Access
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",cmd.exe copy PolicySyncSvc.exe from IIS01 C$ admin share to DC01 ProgramData,Lateral Movement,T1570,Lateral Tool Transfer,Windows,cmd.exe on DC01 copies executable from \\IIS01\C$\Windows\Temp\ to C:\ProgramData\ and parent process is RuntimeBroker.exe,Not Calibrated - Not Benign,transport,Medium,DC01 dnscat2 shell (`RuntimeBroker.exe` ghost) copies `PolicySyncSvc.exe` from `\\IIS01\C$\Windows\Temp\` to `C:\ProgramData\` using the PtH Logon Type 3 `TESTLAB\Administrator` token — tool moves laterally from the initial staging host to the DC,DC01 (10.12.10.10) ← IIS01 (10.12.10.20),TESTLAB\Administrator,AN0516,"Correlate suspicious file transfers over SMB or Admin$ shares with process creation events (e.g., cmd.exe, powershell.exe, certutil.exe) that do not align with normal administrative behavior. Detect remote file writes followed by execution of transferred binaries.",WinEventLog:Sysmon,EventCode=11,File Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",cmd.exe copy PolicySyncSvc.exe from IIS01 C$ admin share to DC01 ProgramData,Lateral Movement,T1570,Lateral Tool Transfer,Windows,cmd.exe on DC01 copies executable from \\IIS01\C$\Windows\Temp\ to C:\ProgramData\ and parent process is RuntimeBroker.exe,Not Calibrated - Not Benign,transport,Medium,DC01 dnscat2 shell (`RuntimeBroker.exe` ghost) copies `PolicySyncSvc.exe` from `\\IIS01\C$\Windows\Temp\` to `C:\ProgramData\` using the PtH Logon Type 3 `TESTLAB\Administrator` token — tool moves laterally from the initial staging host to the DC,DC01 (10.12.10.10) ← IIS01 (10.12.10.20),TESTLAB\Administrator,AN0516,"Correlate suspicious file transfers over SMB or Admin$ shares with process creation events (e.g., cmd.exe, powershell.exe, certutil.exe) that do not align with normal administrative behavior. Detect remote file writes followed by execution of transferred binaries.",WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",cmd.exe SMB C$ admin share access DC01 to IIS01 via PtH network logon,Lateral Movement,T1021.002,Remote Services: SMB/Windows Admin Shares,Windows,RuntimeBroker.exe on DC01 initiates outbound SMB connection to \\IIS01\C$ admin share,Not Calibrated - Not Benign,remote-exec,Medium,DC01 dnscat2 shell authenticates to `\\IIS01\C$\` using the PtH Logon Type 3 `TESTLAB\Administrator` token and reads `PolicySyncSvc.exe`; SMB admin share used as the transfer mechanism for T1570,DC01 (10.12.10.10) → IIS01 (10.12.10.20),TESTLAB\Administrator,AN1468,"An SMB-based remote file share access followed by lateral movement actions such as remote service creation, task scheduling, or suspicious process execution on the target host using ADMIN$ or C$ shares.",WinEventLog:Security,"EventCode=4624, 4648",Logon Session Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",cmd.exe SMB C$ admin share access DC01 to IIS01 via PtH network logon,Lateral Movement,T1021.002,Remote Services: SMB/Windows Admin Shares,Windows,RuntimeBroker.exe on DC01 initiates outbound SMB connection to \\IIS01\C$ admin share,Not Calibrated - Not Benign,remote-exec,Medium,DC01 dnscat2 shell authenticates to `\\IIS01\C$\` using the PtH Logon Type 3 `TESTLAB\Administrator` token and reads `PolicySyncSvc.exe`; SMB admin share used as the transfer mechanism for T1570,DC01 (10.12.10.10) → IIS01 (10.12.10.20),TESTLAB\Administrator,AN1468,"An SMB-based remote file share access followed by lateral movement actions such as remote service creation, task scheduling, or suspicious process execution on the target host using ADMIN$ or C$ shares.",WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",cmd.exe SMB C$ admin share access DC01 to IIS01 via PtH network logon,Lateral Movement,T1021.002,Remote Services: SMB/Windows Admin Shares,Windows,RuntimeBroker.exe on DC01 initiates outbound SMB connection to \\IIS01\C$ admin share,Not Calibrated - Not Benign,remote-exec,Medium,DC01 dnscat2 shell authenticates to `\\IIS01\C$\` using the PtH Logon Type 3 `TESTLAB\Administrator` token and reads `PolicySyncSvc.exe`; SMB admin share used as the transfer mechanism for T1570,DC01 (10.12.10.10) → IIS01 (10.12.10.20),TESTLAB\Administrator,AN1468,"An SMB-based remote file share access followed by lateral movement actions such as remote service creation, task scheduling, or suspicious process execution on the target host using ADMIN$ or C$ shares.",WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe automated VSS raw read encrypt archive credential harvest chain,Collection,T1119,Automated Collection,Windows,"PolicySyncSvc.exe on DC01 chains VSS shadow creation, raw volume reads, credential file writes, and encrypted archive output in single process invocation without operator step-by-step guidance",Not Calibrated - Not Benign,redundant@T1006,Medium,"`PolicySyncSvc.exe` automates VSS creation via WMI, raw cluster reads for four credential targets, per-file AES-256-CBC encryption, shadow deletion, in-memory ZipArchive, and outer AES-256-CBC encryption without operator intervention",DC01 (10.12.10.10),TESTLAB\Administrator,AN0531,"Automated execution of native utilities and scripts to discover, enumerate, and exfiltrate files and clipboard content. Focus is on detecting repeated file access, scripting engine use, and use of command-line utilities commonly leveraged by collection scripts.",WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe automated VSS raw read encrypt archive credential harvest chain,Collection,T1119,Automated Collection,Windows,"PolicySyncSvc.exe on DC01 chains VSS shadow creation, raw volume reads, credential file writes, and encrypted archive output in single process invocation without operator step-by-step guidance",Not Calibrated - Not Benign,redundant@T1006,Medium,"`PolicySyncSvc.exe` automates VSS creation via WMI, raw cluster reads for four credential targets, per-file AES-256-CBC encryption, shadow deletion, in-memory ZipArchive, and outer AES-256-CBC encryption without operator intervention",DC01 (10.12.10.10),TESTLAB\Administrator,AN0531,"Automated execution of native utilities and scripts to discover, enumerate, and exfiltrate files and clipboard content. Focus is on detecting repeated file access, scripting engine use, and use of command-line utilities commonly leveraged by collection scripts.",WinEventLog:Sysmon,EventCode=11,File Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe GetProcAddress runtime kernel32 API resolution sparse PE IAT,Defense Evasion,T1027.007,Obfuscated Files or Information: Dynamic API Resolution,Windows,PolicySyncSvc.exe on DC01 has PE static IAT containing only GetModuleHandleW and GetProcAddress — operational kernel32 APIs absent from import table,Calibrated - Not Benign,-,Medium,"`PolicySyncSvc.exe` resolves `CreateFile`, `DeviceIoControl`, `ReadFile`, `SetFilePointerEx`, `GetFileSizeEx`, and `CloseHandle` at runtime via `GetProcAddress` — none present in the compiled IAT",DC01 (10.12.10.10),TESTLAB\Administrator,AN0250,"Behavioral chain involving suspicious use of GetProcAddress and LoadLibrary following memory allocation and manual mapping, often paired with low entropy strings, abnormal API use without static import tables, or delayed module load behaviors.",WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe GetProcAddress runtime kernel32 API resolution sparse PE IAT,Defense Evasion,T1027.007,Obfuscated Files or Information: Dynamic API Resolution,Windows,PolicySyncSvc.exe on DC01 has PE static IAT containing only GetModuleHandleW and GetProcAddress — operational kernel32 APIs absent from import table,Calibrated - Not Benign,-,Medium,"`PolicySyncSvc.exe` resolves `CreateFile`, `DeviceIoControl`, `ReadFile`, `SetFilePointerEx`, `GetFileSizeEx`, and `CloseHandle` at runtime via `GetProcAddress` — none present in the compiled IAT",DC01 (10.12.10.10),TESTLAB\Administrator,AN0250,"Behavioral chain involving suspicious use of GetProcAddress and LoadLibrary following memory allocation and manual mapping, often paired with low entropy strings, abnormal API use without static import tables, or delayed module load behaviors.",WinEventLog:Sysmon,EventCode=7,Module Load
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe GetProcAddress runtime kernel32 API resolution sparse PE IAT,Defense Evasion,T1027.007,Obfuscated Files or Information: Dynamic API Resolution,Windows,PolicySyncSvc.exe on DC01 has PE static IAT containing only GetModuleHandleW and GetProcAddress — operational kernel32 APIs absent from import table,Calibrated - Not Benign,-,Medium,"`PolicySyncSvc.exe` resolves `CreateFile`, `DeviceIoControl`, `ReadFile`, `SetFilePointerEx`, `GetFileSizeEx`, and `CloseHandle` at runtime via `GetProcAddress` — none present in the compiled IAT",DC01 (10.12.10.10),TESTLAB\Administrator,AN0250,"Behavioral chain involving suspicious use of GetProcAddress and LoadLibrary following memory allocation and manual mapping, often paired with low entropy strings, abnormal API use without static import tables, or delayed module load behaviors.",etw:Microsoft-Windows-Kernel-Process,API tracing / stack tracing via ETW or telemetry-based EDR,OS API Execution
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe Win32_ShadowCopy.Create WMI volume shadow copy creation,Execution,T1047,Windows Management Instrumentation,Windows,PolicySyncSvc.exe on DC01 invokes Win32_ShadowCopy.Create via WMI COM interface — non-backup process creates volume shadow copy through programmatic COM instead of vssadmin.exe,Calibrated - Not Benign,-,High,`PolicySyncSvc.exe` creates and deletes a VSS shadow copy via WMI `Win32_ShadowCopy.Create()`/`.Delete()` — `vssadmin.exe` never spawned,DC01 (10.12.10.10),TESTLAB\Administrator,AN1031,"Detects adversarial abuse of WMI to execute local or remote commands via WMIC, PowerShell, or COM API through a multi-event chain: process creation, command execution, and corresponding network connection if remote.",WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe Win32_ShadowCopy.Create WMI volume shadow copy creation,Execution,T1047,Windows Management Instrumentation,Windows,PolicySyncSvc.exe on DC01 invokes Win32_ShadowCopy.Create via WMI COM interface — non-backup process creates volume shadow copy through programmatic COM instead of vssadmin.exe,Calibrated - Not Benign,-,High,`PolicySyncSvc.exe` creates and deletes a VSS shadow copy via WMI `Win32_ShadowCopy.Create()`/`.Delete()` — `vssadmin.exe` never spawned,DC01 (10.12.10.10),TESTLAB\Administrator,AN1031,"Detects adversarial abuse of WMI to execute local or remote commands via WMIC, PowerShell, or COM API through a multi-event chain: process creation, command execution, and corresponding network connection if remote.",WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe Win32_ShadowCopy.Create WMI volume shadow copy creation,Execution,T1047,Windows Management Instrumentation,Windows,PolicySyncSvc.exe on DC01 invokes Win32_ShadowCopy.Create via WMI COM interface — non-backup process creates volume shadow copy through programmatic COM instead of vssadmin.exe,Calibrated - Not Benign,-,High,`PolicySyncSvc.exe` creates and deletes a VSS shadow copy via WMI `Win32_ShadowCopy.Create()`/`.Delete()` — `vssadmin.exe` never spawned,DC01 (10.12.10.10),TESTLAB\Administrator,AN1031,"Detects adversarial abuse of WMI to execute local or remote commands via WMIC, PowerShell, or COM API through a multi-event chain: process creation, command execution, and corresponding network connection if remote.",WinEventLog:WMI,"EventCode=5857, 5858, 5860, 5861",WMI Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe raw ReadFile volume device handle VSS shadow cluster read,Defense Evasion,T1006,Direct Volume Access,Windows,PolicySyncSvc.exe on DC01 opens \\.\HarddiskVolumeShadowCopy* for raw read — non-system process reads directly from shadow volume device bypassing filesystem filter stack,Calibrated - Not Benign,-,Critical,"`PolicySyncSvc.exe` reads NTFS cluster data for `ntds.dit`, `SYSTEM`, `SAM`, and `SECURITY` via raw `ReadFile` on the shadow volume device handle — `FSCTL_GET_RETRIEVAL_POINTERS` used per-file for cluster map; actual reads bypass WdFilter.sys minifilter",DC01 (10.12.10.10),TESTLAB\Administrator,AN1193,"Processes accessing raw logical drives (e.g., \.\C:) to bypass file system protections or directly manipulate data structures.",WinEventLog:Sysmon,EventCode=10,Process Access
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe raw ReadFile volume device handle VSS shadow cluster read,Defense Evasion,T1006,Direct Volume Access,Windows,PolicySyncSvc.exe on DC01 opens \\.\HarddiskVolumeShadowCopy* for raw read — non-system process reads directly from shadow volume device bypassing filesystem filter stack,Calibrated - Not Benign,-,Critical,"`PolicySyncSvc.exe` reads NTFS cluster data for `ntds.dit`, `SYSTEM`, `SAM`, and `SECURITY` via raw `ReadFile` on the shadow volume device handle — `FSCTL_GET_RETRIEVAL_POINTERS` used per-file for cluster map; actual reads bypass WdFilter.sys minifilter",DC01 (10.12.10.10),TESTLAB\Administrator,AN1193,"Processes accessing raw logical drives (e.g., \.\C:) to bypass file system protections or directly manipulate data structures.",WinEventLog:Security,EventCode=4688,Process Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe FILE_FLAG_BACKUP_SEMANTICS open NTDS.dit VSS shadow path,Credential Access,T1003.003,OS Credential Dumping: NTDS,Windows,PolicySyncSvc.exe on DC01 opens ntds.dit under VSS shadow path with FILE_FLAG_BACKUP_SEMANTICS — non-backup process accesses NTDS database on volume shadow copy,Calibrated - Not Benign,-,Critical,`PolicySyncSvc.exe` opens a backup-semantics file handle on the `ntds.dit` shadow path to retrieve its NTFS cluster map via `FSCTL_GET_RETRIEVAL_POINTERS` — the NTDS namespace access is the credential-targeting signal; actual data is read via the raw volume device handle (T1006),DC01 (10.12.10.10),TESTLAB\Administrator,AN1611,"Detects credential dumping attempts targeting the NTDS.dit database by monitoring shadow copy creation, suspicious file access to %SystemRoot%\NTDS\ntds.dit, and the use of tooling like ntdsutil.exe or volume management APIs.",WinEventLog:Security,EventCode=4688,Process Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe FILE_FLAG_BACKUP_SEMANTICS open NTDS.dit VSS shadow path,Credential Access,T1003.003,OS Credential Dumping: NTDS,Windows,PolicySyncSvc.exe on DC01 opens ntds.dit under VSS shadow path with FILE_FLAG_BACKUP_SEMANTICS — non-backup process accesses NTDS database on volume shadow copy,Calibrated - Not Benign,-,Critical,`PolicySyncSvc.exe` opens a backup-semantics file handle on the `ntds.dit` shadow path to retrieve its NTFS cluster map via `FSCTL_GET_RETRIEVAL_POINTERS` — the NTDS namespace access is the credential-targeting signal; actual data is read via the raw volume device handle (T1006),DC01 (10.12.10.10),TESTLAB\Administrator,AN1611,"Detects credential dumping attempts targeting the NTDS.dit database by monitoring shadow copy creation, suspicious file access to %SystemRoot%\NTDS\ntds.dit, and the use of tooling like ntdsutil.exe or volume management APIs.",WinEventLog:Sysmon,EventCode=2,File Modification
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe FILE_FLAG_BACKUP_SEMANTICS open NTDS.dit VSS shadow path,Credential Access,T1003.003,OS Credential Dumping: NTDS,Windows,PolicySyncSvc.exe on DC01 opens ntds.dit under VSS shadow path with FILE_FLAG_BACKUP_SEMANTICS — non-backup process accesses NTDS database on volume shadow copy,Calibrated - Not Benign,-,Critical,`PolicySyncSvc.exe` opens a backup-semantics file handle on the `ntds.dit` shadow path to retrieve its NTFS cluster map via `FSCTL_GET_RETRIEVAL_POINTERS` — the NTDS namespace access is the credential-targeting signal; actual data is read via the raw volume device handle (T1006),DC01 (10.12.10.10),TESTLAB\Administrator,AN1611,"Detects credential dumping attempts targeting the NTDS.dit database by monitoring shadow copy creation, suspicious file access to %SystemRoot%\NTDS\ntds.dit, and the use of tooling like ntdsutil.exe or volume management APIs.",WinEventLog:Sysmon,EventCode=11,File Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe FILE_FLAG_BACKUP_SEMANTICS open NTDS.dit VSS shadow path,Credential Access,T1003.003,OS Credential Dumping: NTDS,Windows,PolicySyncSvc.exe on DC01 opens ntds.dit under VSS shadow path with FILE_FLAG_BACKUP_SEMANTICS — non-backup process accesses NTDS database on volume shadow copy,Calibrated - Not Benign,-,Critical,`PolicySyncSvc.exe` opens a backup-semantics file handle on the `ntds.dit` shadow path to retrieve its NTFS cluster map via `FSCTL_GET_RETRIEVAL_POINTERS` — the NTDS namespace access is the credential-targeting signal; actual data is read via the raw volume device handle (T1006),DC01 (10.12.10.10),TESTLAB\Administrator,AN1611,"Detects credential dumping attempts targeting the NTDS.dit database by monitoring shadow copy creation, suspicious file access to %SystemRoot%\NTDS\ntds.dit, and the use of tooling like ntdsutil.exe or volume management APIs.",WinEventLog:Microsoft-Windows-VSS,Volume Shadow Copy Creation,Volume Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe AES-256-CBC encrypted credential tmp blob CertStore directory write,Collection,T1005,Data from Local System,Windows,PolicySyncSvc.exe on DC01 writes encrypted data blobs to C:\ProgramData\CertStore\*.tmp — credential material collected from local system sources written as AES-256-CBC ciphertext,Calibrated - Not Benign,-,Medium,NTDS credential database and three registry hives harvested from shadow volume raw reads and written as AES-256-CBC-encrypted blobs to the staging directory,DC01 (10.12.10.10),TESTLAB\Administrator,AN1070,"Adversaries collecting local files via PowerShell, WMI, or direct file API calls often include recursive file listings, targeted file reads, and temporary file staging.",WinEventLog:Security,EventCode=4688,Process Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe AES-256-CBC encrypted credential tmp blob CertStore directory write,Collection,T1005,Data from Local System,Windows,PolicySyncSvc.exe on DC01 writes encrypted data blobs to C:\ProgramData\CertStore\*.tmp — credential material collected from local system sources written as AES-256-CBC ciphertext,Calibrated - Not Benign,-,Medium,NTDS credential database and three registry hives harvested from shadow volume raw reads and written as AES-256-CBC-encrypted blobs to the staging directory,DC01 (10.12.10.10),TESTLAB\Administrator,AN1070,"Adversaries collecting local files via PowerShell, WMI, or direct file API calls often include recursive file listings, targeted file reads, and temporary file staging.",WinEventLog:Sysmon,EventCode=11,File Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe CertStore staging directory encrypted tmp blob accumulation,Collection,T1074.001,Data Staged: Local Data Staging,Windows,C:\ProgramData\CertStore\ on DC01 accumulates multiple high-entropy .tmp files written by PolicySyncSvc.exe — attacker staging directory populated with encrypted credential blobs before archival and relay,Calibrated - Not Benign,-,Medium,`C:\ProgramData\CertStore\` is the attacker's local staging directory; encrypted credential blobs accumulate here before `certstore.cmd` is written to `C:\ProgramData\` for relay via NETLOGON in Step 2,DC01 (10.12.10.10),TESTLAB\Administrator,AN0724,"Detects file reads across locations followed by writes to temp or staging directories, often compressed or encrypted, indicating local staging behavior.",WinEventLog:Sysmon,EventCode=11,File Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe CertStore staging directory encrypted tmp blob accumulation,Collection,T1074.001,Data Staged: Local Data Staging,Windows,C:\ProgramData\CertStore\ on DC01 accumulates multiple high-entropy .tmp files written by PolicySyncSvc.exe — attacker staging directory populated with encrypted credential blobs before archival and relay,Calibrated - Not Benign,-,Medium,`C:\ProgramData\CertStore\` is the attacker's local staging directory; encrypted credential blobs accumulate here before `certstore.cmd` is written to `C:\ProgramData\` for relay via NETLOGON in Step 2,DC01 (10.12.10.10),TESTLAB\Administrator,AN0724,"Detects file reads across locations followed by writes to temp or staging directories, often compressed or encrypted, indicating local staging behavior.",WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe CertStore staging directory encrypted tmp blob accumulation,Collection,T1074.001,Data Staged: Local Data Staging,Windows,C:\ProgramData\CertStore\ on DC01 accumulates multiple high-entropy .tmp files written by PolicySyncSvc.exe — attacker staging directory populated with encrypted credential blobs before archival and relay,Calibrated - Not Benign,-,Medium,`C:\ProgramData\CertStore\` is the attacker's local staging directory; encrypted credential blobs accumulate here before `certstore.cmd` is written to `C:\ProgramData\` for relay via NETLOGON in Step 2,DC01 (10.12.10.10),TESTLAB\Administrator,AN0724,"Detects file reads across locations followed by writes to temp or staging directories, often compressed or encrypted, indicating local staging behavior.",WinEventLog:Security,"EventCode=4663, 4670, 4656",File Access
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe System.IO.Compression ZipArchive MemoryStream in-process ZIP assembly,Collection,T1560.002,Archive Collected Data: Archive via Library,Windows,"N/A — C2: in-memory ZipArchive over MemoryStream produces no independently verifiable disk, process, or network artifact; ZIP buffer passed directly to AES encryption without touching disk",Not Calibrated - Not Benign,C2,Low,"`ZipArchive` over `MemoryStream` compresses four encrypted credential `.tmp` files entirely in-process — no child archival process spawned, no intermediate ZIP file on disk; in-memory buffer passed directly to outer AES-256-CBC step",DC01 (10.12.10.10),TESTLAB\Administrator,AN0747,"Detects adversarial archiving using libraries (zlib, zip APIs) invoked by scripts or binaries. Correlates process executions of Python, PowerShell, or custom .NET binaries with DLL/module loads linked to compression libraries, followed by archive file creation.",WinEventLog:Security,EventCode=4688,Process Creation
Phase 4.md,"Step 1 - DC Credential Material, Archive & Encryption",PolicySyncSvc.exe System.IO.Compression ZipArchive MemoryStream in-process ZIP assembly,Collection,T1560.002,Archive Collected Data: Archive via Library,Windows,"N/A — C2: in-memory ZipArchive over MemoryStream produces no independently verifiable disk, process, or network artifact; ZIP buffer passed directly to AES encryption without touching disk",Not Calibrated - Not Benign,C2,Low,"`ZipArchive` over `MemoryStream` compresses four encrypted credential `.tmp` files entirely in-process — no child archival process spawned, no intermediate ZIP file on disk; in-memory buffer passed directly to outer AES-256-CBC step",DC01 (10.12.10.10),TESTLAB\Administrator,AN0747,"Detects adversarial archiving using libraries (zlib, zip APIs) invoked by scripts or binaries. Correlates process executions of Python, PowerShell, or custom .NET binaries with DLL/module loads linked to compression libraries, followed by archive file creation.",WinEventLog:Sysmon,EventCode=7,Module Load
